Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID	ce_id	timid	timespan
Sweden	054	Grant diplomatic recognition	Palestine	ac3302b45fc134a2ff1bef56794c9f4f	[5:14:16]	7598	465	347	41
French Foreign Minister Laurent Fabius	1011	Demand economic cooperation	Binyamin Netanyahu	0432a88906b89725bbc565c70e3bc681	[3:5:6]	1325	465	348	41
Isaac Herzog	1122	Accuse of human rights abuses	President Francois Hollande	0432a88906b89725bbc565c70e3bc681	[5:9:10]	1326	465	348	41
Binyamin Netanyahu	016	Reject accusation, deny responsibility	French Foreign Minister Laurent Fabius	0432a88906b89725bbc565c70e3bc681	[3:5:6]	3006	465	348	41
Inner circle of the Prime Minister of Israel	012	Make pessimistic comment	France	0432a88906b89725bbc565c70e3bc681	[5:9:10]	3007	465	348	41
France	139	Give ultimatum	Israel	0432a88906b89725bbc565c70e3bc681	[0:0:0]	6729	465	348	41
France	060	Engage in material cooperation	Palestine	ea6b3fead47e62ee9bf4bc2b2006e820	[2:1:5]	470	465	349	41
France	016	Reject accusation, deny responsibility	Palestine	da77c368c6e2629287f84be2fd302ae5	[1:0:3]	3585	465	349	41
United Nations Secretary-General	016	Reject accusation, deny responsibility	Israel	da77c368c6e2629287f84be2fd302ae5	[3:10:12]	3586	465	349	41
France	112	Accuse	Israel	ea6b3fead47e62ee9bf4bc2b2006e820	[2:1:5]	5962	465	349	41
Israel	0334	Express intent to provide military protection or peacekeeping	France	da77c368c6e2629287f84be2fd302ae5	[1:0:3]	5966	465	349	41
France	111	Criticize or denounce	Israel	da77c368c6e2629287f84be2fd302ae5	[3:10:12]	5967	465	349	41
United Nations Secretary-General	111	Criticize or denounce	Israel	da77c368c6e2629287f84be2fd302ae5	[4:13:17]	5968	465	349	41
The United States	1321	Threaten with restrictions on political freedoms	Israel	da77c368c6e2629287f84be2fd302ae5	[4:13:17]	5969	465	349	41
France	139	Give ultimatum	Israel	ea6b3fead47e62ee9bf4bc2b2006e820	[2:1:5]	6778	465	349	41
Yitzhak Rabin	012	Make pessimistic comment	International Conference	8d7885fb2edab77088408ee290e42047	[2:3:8]	3785	465	351	41
Yitzhak Rabin	111	Criticize or denounce	International peace conference	8d7885fb2edab77088408ee290e42047	[1:0:2]	6094	465	351	41
Ariel Sharon	061	Cooperate economically	Gaza	946507d91864799de31ccf9ec639dd16	[3:6:7]	736	465	353	41
Israel	034	Express intent to institute political reform	Palestinians	946507d91864799de31ccf9ec639dd16	[7:18:21]	5144	465	353	41
France	130	Threaten	Palestinians	946507d91864799de31ccf9ec639dd16	[2:3:5]	6837	465	353	41
International Community	020	Make an appeal or request	Palestinians	946507d91864799de31ccf9ec639dd16	[4:8:11]	6983	465	353	41
Patrick Maisonnaive	1312	Threaten to boycott, embargo, or sanction	Alon Ushpiz	7e1469cec7c19f1f73582fa364ac2457	[1:0:3]	1377	465	362	41
Benjamin Netanyahu	042	Make a visit	Chancellor Angela Merkel	7e1469cec7c19f1f73582fa364ac2457	[3:8:13]	1378	465	362	41
France	046	Engage in negotiation	Israeli official	5212aa26a7d1307495034755438617fa	[2:2:5]	1596	465	362	41
France	044	Meet at a third location	Israel	206a99f99794f4d7987c30e6b6be99f7	[2:2:5]	2090	465	362	41
France	010	Make public statement	Israel	7e1469cec7c19f1f73582fa364ac2457	[0:0:0]	3086	465	362	41
Benjamin Netanyahu	012	Make pessimistic comment	France	7e1469cec7c19f1f73582fa364ac2457	[2:4:7]	3087	465	362	41
Israel	013	Make optimistic comment	Ramallah	7e1469cec7c19f1f73582fa364ac2457	[2:4:7]	3088	465	362	41
Riyad al-Malki	012	Make pessimistic comment	Israel	7e1469cec7c19f1f73582fa364ac2457	[2:4:7]	3089	465	362	41
Alon Ushpiz	012	Make pessimistic comment	International Community	7e1469cec7c19f1f73582fa364ac2457	[3:8:13]	3092	465	362	41
Benjamin Netanyahu	012	Make pessimistic comment	Peace plan	c7d426620f197e9b5e1fa3ecad824ae9	[0:0:0]	3891	465	362	41
Riyad al-Malki	016	Reject accusation, deny responsibility	Israel	c36e15d6547941477bc475583a1447bf	[2:4:7]	4820	465	362	41
French Foreign Minister Laurent Fabius	014	Consider policy option	Palestinian government	c36e15d6547941477bc475583a1447bf	[3:8:10]	4821	465	362	41
French diplomat	1053	Demand release of persons or property	International peace conference	c7d426620f197e9b5e1fa3ecad824ae9	[3:7:10]	5099	465	362	41
Israel	113	Mobilize and rally opposition against	France	7e1469cec7c19f1f73582fa364ac2457	[1:0:3]	5643	465	362	41
France	026	Appeal to others to meet or negotiate	Israel	c36e15d6547941477bc475583a1447bf	[0:0:0]	7040	465	362	41
France	026	Appeal to others to meet or negotiate	Palestinians	c36e15d6547941477bc475583a1447bf	[0:0:0]	7041	465	362	41
French Foreign Minister Laurent Fabius	042	Make a visit	Palestinian Authority chief Mahmoud Abbas	47d592ab6d58640feb48f6014b1f216d	[5:10:11]	2168	465	364	41
Secretary of State John Kerry	043	Host a visit	King Abdullah of Jordan	a89414ad3f69e0d022339ebf64053ecd	[2:3:5]	1451	465	365	41
Secretary of State John Kerry	042	Make a visit	Palestinian Authority chief Mahmoud Abbas	a89414ad3f69e0d022339ebf64053ecd	[2:3:5]	1452	465	365	41
French parliament	019	Express accord	Palestine	06d12b9468c3e3a09499b6b705209695	[3:5:5]	3185	465	365	41
France	012	Make pessimistic comment	international conference proposal	e955275acdd964a1449c4145f89ccf1f	[6:11:12]	4042	465	365	41
Binyamin Netanyahu	1414	Demonstrate for change in institutions, regime	France Peace Plan	06d12b9468c3e3a09499b6b705209695	[0:0:0]	5724	465	365	41
Yitzhak Rabin	1951	Employ precision-guided aerial munitions	International peace conference	e955275acdd964a1449c4145f89ccf1f	[2:2:4]	6218	465	365	41
Israel	154	Mobilize or increase armed forces	Palestinians	a89414ad3f69e0d022339ebf64053ecd	[4:11:12]	8291	465	365	41
U.S. Secretary of State John Kerry	046	Engage in negotiation	Palestinian Authority chief Mahmoud Abbas	f2a175571615b55a5c402ba333af887f	[6:18:20]	1803	465	370	41
France	014	Consider policy option	Palestine	24b3a16fc755649fb7ae83f307c5eb8d	[0:0:0]	4189	465	372	41
French Foreign Minister Laurent Fabius	1384	Threaten to use conventional attack	Israel	24b3a16fc755649fb7ae83f307c5eb8d	[1:0:2]	4190	465	372	41
Israel	060	Engage in material cooperation	Palestine	571c8cee6cfb2a28d1fa8a16c55d9011	[1:0:4]	686	465	377	41
Palestinian Authority chief Mahmoud Abbas	040	Consult or meet	West Bank city of Ramallah	571c8cee6cfb2a28d1fa8a16c55d9011	[1:0:4]	1818	465	377	41
France	070	Provide aid	Palestine	12110b2f13f944e9b9d5cb5c36aa054d	[5:16:18]	2544	465	377	41
UK	070	Provide aid	Palestine	12110b2f13f944e9b9d5cb5c36aa054d	[5:16:18]	2545	465	377	41
Europe	070	Provide aid	Palestine	12110b2f13f944e9b9d5cb5c36aa054d	[5:16:18]	2546	465	377	41
Palestinian Authority chief Mahmoud Abbas	013	Make optimistic comment	Peace plan	571c8cee6cfb2a28d1fa8a16c55d9011	[1:0:4]	4002	465	377	41
French Foreign Minister Laurent Fabius	014	Consider policy option	two-state solution	571c8cee6cfb2a28d1fa8a16c55d9011	[2:5:8]	4003	465	377	41
Former French prime minister Laurent Fabius	014	Consider policy option	Israel	12110b2f13f944e9b9d5cb5c36aa054d	[4:11:15]	4020	465	377	41
France	032	Express intent to engage in diplomatic cooperation	International Community	12110b2f13f944e9b9d5cb5c36aa054d	[3:7:10]	5126	465	377	41
France	035	Express intent to yield or concede	UK	12110b2f13f944e9b9d5cb5c36aa054d	[7:22:22]	5127	465	377	41
UK	035	Express intent to yield or concede	France	12110b2f13f944e9b9d5cb5c36aa054d	[7:22:22]	5128	465	377	41
Former French prime minister Laurent Fabius	139	Give ultimatum	Israel	12110b2f13f944e9b9d5cb5c36aa054d	[2:4:6]	6833	465	377	41
France	040	Consult or meet	Muslims	4bf3f3ea4a7355da4077669e279e6075	[2:3:4]	1745	465	378	41
UN	070	Provide aid	Palestinian government	4bf3f3ea4a7355da4077669e279e6075	[3:5:6]	2507	465	378	41
France	010	Make public statement	2015 Joint Comprehensive Plan of Action	4bf3f3ea4a7355da4077669e279e6075	[1:0:2]	3860	465	378	41
Abbas	014	Consider policy option	Peace plan	7e26a31d32a30b4fbbf2f34775095014	[0:0:0]	4143	465	378	41
Benjamin Netanyahu	1214	Reject intelligence cooperation or information sharing	France's proposal	7e26a31d32a30b4fbbf2f34775095014	[1:0:0]	8549	465	378	41
Fatah	1123	Accuse of aggression	Hamas and Mohammed Dahlan	72190d68b3091699a9c22770946aadc9	[3:9:12]	1419	465	380	41
French	1383	Threaten to use unconventional attack including terrorist	region	dab43f298d4edbf2501486a18757b697	[0:0:0]	1628	465	381	41
France's special envoy Pierre Vimont	042	Make a visit	officials in Ramallah and Tel Aviv	dab43f298d4edbf2501486a18757b697	[1:0:3]	1629	465	381	41
Special envoy	044	Meet at a third location	Arab and international officials	dab43f298d4edbf2501486a18757b697	[2:4:7]	1630	465	381	41
France Foreign Minister Jean-Marc Ayrault	040	Consult or meet	Partners	dd801feb3ec47f7cdc23339687bfacd4	[1:0:3]	2218	465	384	41
Palestinian Authority chief Mahmoud Abbas	036	Express intent to meet or negotiate	International peace conference	dd801feb3ec47f7cdc23339687bfacd4	[4:8:11]	5337	465	384	41
French official	042	Make a visit	Israel	dc8fc714c49a6cf6d21ec4fd2bf72021	[0:0:0]	1890	465	385	41
Pierre Vimont	0842	Return, release property	Israeli official	dc8fc714c49a6cf6d21ec4fd2bf72021	[1:0:2]	1891	465	385	41
Pierre Vimont	042	Make a visit	Authorities	dc8fc714c49a6cf6d21ec4fd2bf72021	[1:0:2]	1892	465	385	41
Pierre Vimont	042	Make a visit	Tel Aviv officials	dc8fc714c49a6cf6d21ec4fd2bf72021	[1:0:2]	1893	465	385	41
French	042	Make a visit	Arab and international officials	dc8fc714c49a6cf6d21ec4fd2bf72021	[4:11:13]	1895	465	385	41
France Foreign Minister Jean-Marc Ayrault	014	Consider policy option	Palestinian government	dc8fc714c49a6cf6d21ec4fd2bf72021	[2:3:6]	4130	465	385	41
Commander of the Iranian Ground Forces Ahmad Reza Pourdastan	014	Consider policy option	Russia	1b26f87f89cb590fff7ed478e8bb9c8d	[2:5:18]	4642	473	349	35
Russian Defense Minister Sergei Shoigu	1244	Refuse to ease economic sanctions, boycott, or embargo	Defense Minister Hossein Dehghan	c7868fbb9b56b8fbd01c4e32d4535d36	[2:6:10]	288	473	351	35
Iran advisor Ali Akbar Velayati	040	Consult or meet	undisclosed Russian officials	876e7c1ae28dd52cb5e15493873f8eaf	[1:0:2]	1243	473	351	35
Supreme Leader Ayatollah Ali Khamenei	043	Host a visit	Russian Security Council Secretary Nikolai Patrushev	c7868fbb9b56b8fbd01c4e32d4535d36	[2:6:10]	1439	473	351	35
Supreme Leader Ayatollah Ali Khamenei	013	Make optimistic comment	Russia	c7868fbb9b56b8fbd01c4e32d4535d36	[1:0:5]	3219	473	351	35
Uralvagonzavod	013	Make optimistic comment	Rosoboronexport	d711528b0c9735adc5cc8b569897f045	[2:4:5]	2870	473	356	35
Ahmad Reza Pourdastan	013	Make optimistic comment	semi-official Fars News Agency	d711528b0c9735adc5cc8b569897f045	[2:4:5]	2871	473	356	35
Hossein Dehqan	042	Make a visit	Russian officials	bc7bd047f28eadd4b2e263ada36832b4	[1:0:5]	1690	473	357	35
Iran Defense Ministry	042	Make a visit	Moscow	f286d1733a95ecc58da8401f925a0b65	[2:2:3]	1305	473	360	35
Russian Special Presidential Envoy on Afghanistan Zamir Kabulov	010	Make public statement	Sputnik International news agency	d97c3c81b5d012dbe4cf7696749b1ca7	[1:0:2]	4814	473	361	35
Tehran	030	Express intent to cooperate	Russia	d97c3c81b5d012dbe4cf7696749b1ca7	[0:0:0]	5338	473	361	35
Russian Foreign Ministry's Asia department	1053	Demand release of persons or property	S-300 missile defense system delivery	e514e961f9c121d0f268598672a98e28	[1:0:5]	3731	473	362	35
Hossein Dehqan	1212	Reject military cooperation	Russia	e020d3f5d48474565556563ac2306844	[1:0:1]	482	473	363	35
Tehran	062	Cooperate militarily	Moscow	e020d3f5d48474565556563ac2306844	[2:2:3]	484	473	363	35
Tehran	061	Cooperate economically	six world powers	f08cb3a2808d115eeb995d09a0c2fe61	[2:5:7]	742	473	363	35
Russia	062	Cooperate militarily	China	f08cb3a2808d115eeb995d09a0c2fe61	[3:8:10]	744	473	363	35
Russian Defense Minister Sergei Shoigu	043	Host a visit	Supreme Leader Ayatollah Ali Khamenei	85d781990b7cbd50b8824af82191ac97	[2:2:3]	1300	473	363	35
Hossein Dehqan	042	Make a visit	Sergey Shoygu	e020d3f5d48474565556563ac2306844	[1:0:1]	1606	473	363	35
Sergey Shoygu	0311	Express intent to cooperate economically	Hossein Dehqan	e020d3f5d48474565556563ac2306844	[1:0:1]	1607	473	363	35
Iranian military officials	040	Consult or meet	Russian military counterparts	a7c95be3441870a4449cc8ed267af2da	[1:0:2]	1794	473	363	35
Russia	072	Provide military aid	Hezbollah	85d781990b7cbd50b8824af82191ac97	[2:2:3]	2288	473	363	35
Deputy Chief of Staff Mostafa Izadi	013	Make optimistic comment	Russia	f08cb3a2808d115eeb995d09a0c2fe61	[1:0:4]	4122	473	363	35
Russian Foreign Minister Sergey Lavrov	016	Reject accusation, deny responsibility	S-300 missile defense system delivery	f08cb3a2808d115eeb995d09a0c2fe61	[2:5:7]	4123	473	363	35
Observers in Moscow	114	Complain officially with written or institutionalized behaviors	Tehran’s requisition	e020d3f5d48474565556563ac2306844	[3:4:5]	5976	473	363	35
Qassem Soleimani	050	Engage in diplomatic cooperation	Moscow	85d781990b7cbd50b8824af82191ac97	[2:2:3]	7435	473	363	35
Vladimir Putin	050	Engage in diplomatic cooperation	Iran's president	f69c52c18f9e9ae2cca932e716f00d73	[3:8:10]	7603	473	363	35
UN	093	Investigate military action	Iran nuclear program	f08cb3a2808d115eeb995d09a0c2fe61	[2:5:7]	8216	473	363	35
Russia's defense ministry	1042	Demand policy change	S-300 missile defense system delivery	930e9c97a674f1ec9eac1ea9964fa10a	[2:4:6]	8371	473	363	35
Thai Military	1042	Demand policy change	Russia	717cbd8b4baec9a61cd70740a70760b7	[1:0:3]	207	473	364	35
Russia	062	Cooperate militarily	Thailand	717cbd8b4baec9a61cd70740a70760b7	[2:4:7]	209	473	364	35
Russia	062	Cooperate militarily	China	adf8f0e6340c68c04a94b7ed8b97df6c	[1:0:1]	1166	473	364	35
Almaz-Antey	062	Cooperate militarily	S-400 defense system	adf8f0e6340c68c04a94b7ed8b97df6c	[1:0:1]	1167	473	364	35
Defense Minister Hossein Dehghan	042	Make a visit	Vladimir Putin	43e42a9b87605dfdfa868edcdb5437a5	[2:6:9]	2083	473	364	35
Defense Minister Hossein Dehghan	044	Meet at a third location	Russian Deputy Prime Minister Dmitry Rogozin	43e42a9b87605dfdfa868edcdb5437a5	[2:6:9]	2084	473	364	35
Defense Minister Hossein Dehghan	044	Meet at a third location	Russian Defense Minister Sergei Shoigu	43e42a9b87605dfdfa868edcdb5437a5	[2:6:9]	2085	473	364	35
Tehran	072	Provide military aid	lawsuit against Russia's Rosoboronexport	adf8f0e6340c68c04a94b7ed8b97df6c	[1:0:1]	2730	473	364	35
Russian Federal Service for Military-Technical Cooperation official	013	Make optimistic comment	RIA Novosti	43e42a9b87605dfdfa868edcdb5437a5	[1:0:5]	4479	473	364	35
Deputy Chief of Staff Mostafa Izadi	013	Make optimistic comment	S-300 missile defense system delivery	adf8f0e6340c68c04a94b7ed8b97df6c	[1:0:1]	4731	473	364	35
Thailand	033	Express intent to provide material aid	Russia	717cbd8b4baec9a61cd70740a70760b7	[0:0:0]	4923	473	364	35
Russian Helicopters	031	Express intent to engage in material cooperation	Thailand	717cbd8b4baec9a61cd70740a70760b7	[1:0:3]	4924	473	364	35
Russian Defense Minister Sergei Shoigu	043	Host a visit	President Hassan Rouhani	17ed839a0f2896a0336edb57b66c19ec	[3:5:11]	1227	473	368	35
Russian Defense Minister Sergei Shoigu	042	Make a visit	President Hassan Rouhani	b9b9eeefeae9eef64506b17af8a57c13	[1:0:6]	1444	473	368	35
Hossein Ansari-Jaberi	010	Make public statement	Russia	b9b9eeefeae9eef64506b17af8a57c13	[1:0:6]	3231	473	368	35
Rostec's United Instrument Manufacturing Corporation	062	Cooperate militarily	Russian Navy	ebae90de1a999b66253922730184e621	[1:0:5]	488	473	376	35
Cairo	061	Cooperate economically	Paris	ebae90de1a999b66253922730184e621	[2:6:9]	489	473	376	35
Cairo	072	Provide military aid	Mistral-class helicopter carriers	ebae90de1a999b66253922730184e621	[2:6:9]	2460	473	376	35
Paris	072	Provide military aid	Mistral-class helicopter carriers	ebae90de1a999b66253922730184e621	[2:6:9]	2461	473	376	35
France	084	Return, release	Russian	ebae90de1a999b66253922730184e621	[1:0:5]	7350	473	376	35
Israel	072	Provide military aid	Russia	7922e3578780c8623b05786b3670b8be	[1:0:3]	2370	473	381	35
Vladimir Putin	060	Engage in material cooperation	Hezbollah	aff8686f70665b7d440e65c6c55327e1	[2:6:8]	49	473	384	35
Israel	070	Provide aid	Vladimir Putin	aff8686f70665b7d440e65c6c55327e1	[2:6:8]	2256	473	384	35
Egyptian authorities	071	Provide economic aid	Italy	554b571df5eb9efb5f7adfed6f1f10a0	[2:3:8]	2628	530	389	42
Egypt President	018	Make empathetic comment	Italy	2f7bb4379bca67d02303941ce9865740	[1:0:3]	3388	530	391	42
Egypt President	0211	Appeal for economic cooperation	Regeni family	2f7bb4379bca67d02303941ce9865740	[2:4:8]	3389	530	391	42
Egypt President	030	Express intent to cooperate	Italy	2f7bb4379bca67d02303941ce9865740	[3:9:11]	5017	530	391	42
Egypt President	1384	Threaten to use conventional attack	Islamist groups	2f7bb4379bca67d02303941ce9865740	[3:9:11]	5813	530	391	42
Egypt interior ministry	070	Provide aid	Giulio Regeni	b3bc168b40486a6fa835e3c390600d8d	[1:0:3]	2527	530	400	42
Egyptian authorities	015	Non-apologetically acknowledge or claim responsibility	Giulio Regeni	b3bc168b40486a6fa835e3c390600d8d	[1:0:3]	3973	530	400	42
Regeni family	114	Complain officially with written or institutionalized behaviors	Egyptian authorities	c50d7473726a7e2ab2424391b2f3ed4e	[2:5:8]	6476	530	400	42
Giacomo Stucchi	111	Criticize or denounce	Egyptian authorities	c50d7473726a7e2ab2424391b2f3ed4e	[3:9:12]	6477	530	400	42
Giuseppe Pignatone	105	Demand that target yield or concede	Egyptian investigators	c50d7473726a7e2ab2424391b2f3ed4e	[2:5:8]	7266	530	400	42
Italian delegation	050	Engage in diplomatic cooperation	Egyptian counterparts	b3bc168b40486a6fa835e3c390600d8d	[5:16:18]	7593	530	400	42
Egypt	091	Investigate crime, corruption	first suspect’s sister	b3bc168b40486a6fa835e3c390600d8d	[4:12:15]	8206	530	400	42
Egyptian ambassador	040	Consult or meet	Italy	d8e016f546e57879fc595818686f1583	[5:11:13]	1336	530	401	42
Egyptian authorities	053	Rally support on behalf of	Italian counterparts	d8e016f546e57879fc595818686f1583	[3:6:8]	7454	530	401	42
Egyptian officials	040	Consult or meet	Italian officials	6b662eb929feae19f863f95e751b505d	[2:3:6]	1757	530	405	42
Paola Regeni	012	Make pessimistic comment	Italian government	6b662eb929feae19f863f95e751b505d	[2:3:6]	3908	530	405	42
Alessandra Ballerini	012	Make pessimistic comment	Egyptian government	6b662eb929feae19f863f95e751b505d	[4:10:12]	3909	530	405	42
Giulio Regeni	108	Demand mediation	Italy	6b662eb929feae19f863f95e751b505d	[1:0:2]	7190	530	405	42
Egyptian officials	040	Consult or meet	Italian officials	2406c524d2ac6f9472712e99d27c64ef	[1:0:3]	1535	530	410	42
Egypt's Al-Ahram newspaper	012	Make pessimistic comment	Egyptian government	2406c524d2ac6f9472712e99d27c64ef	[3:7:9]	3421	530	410	42
Egypt	063	Engage in judicial cooperation	Italian prosecutors	1559988319c4a68ca53734f67898ca2b	[1:0:3]	18	530	411	42
Egyptian investigators	063	Engage in judicial cooperation	Italian prosecutors	46aac3ab1c164242f865837f473f703a	[3:5:7]	453	530	411	42
Egyptian investigators	042	Make a visit	Italian officials	1559988319c4a68ca53734f67898ca2b	[1:0:3]	1221	530	411	42
Egyptian investigators	043	Host a visit	Italian magistrates	592b18cf9ce80379792bd926546082e3	[3:8:12]	1360	530	411	42
Nabil Sadek	042	Make a visit	Assistant Judge Mustafa Sulaiman	46aac3ab1c164242f865837f473f703a	[2:2:4]	1588	530	411	42
Assistant Judge Mustafa Sulaiman	043	Host a visit	Nabil Sadek	46aac3ab1c164242f865837f473f703a	[2:2:4]	1589	530	411	42
Egyptian Foreign Ministry	014	Consider policy option	Italy	592b18cf9ce80379792bd926546082e3	[1:0:3]	3064	530	411	42
